top	52	left	251	Oct 18	2018	LAL at POR	1st Qtr	9:21 remaining	Made 2-pointer from 1 ft	LAL now leads 8-2
top	55	left	245	Oct 18	2018	LAL at POR	1st Qtr	9:02 remaining	Made 2-pointer from 1 ft	LAL now leads 10-4
top	103	left	240	Oct 18	2018	LAL at POR	1st Qtr	7:13 remaining	Missed 2-pointer from 6 ft	LAL leads 12-11
top	50	left	240	Oct 18	2018	LAL at POR	1st Qtr	6:37 remaining	Made 2-pointer from 1 ft	LAL now leads 16-11
top	47	left	256	Oct 18	2018	LAL at POR	1st Qtr	4:44 remaining	Made 2-pointer from 1 ft	LAL now leads 25-15
top	38	left	244	Oct 18	2018	LAL at POR	1st Qtr	4:07 remaining	Made 2-pointer from 1 ft	LAL now leads 27-18
top	65	left	238	Oct 18	2018	LAL at POR	2nd Qtr	9:42 remaining	Missed 2-pointer from 2 ft	LAL trails 35-41
top	121	left	271	Oct 18	2018	LAL at POR	2nd Qtr	6:55 remaining	Missed 2-pointer from 8 ft	LAL trails 40-50
top	266	left	117	Oct 18	2018	LAL at POR	2nd Qtr	6:15 remaining	Missed 3-pointer from 26 ft	LAL trails 42-52
top	54	left	256	Oct 18	2018	LAL at POR	2nd Qtr	4:20 remaining	Made 2-pointer from 2 ft	LAL now trails 49-53
top	278	left	106	Oct 18	2018	LAL at POR	3rd Qtr	7:55 remaining	Missed 3-pointer from 28 ft	LAL trails 70-71
top	307	left	186	Oct 18	2018	LAL at POR	4th Qtr	11:09 remaining	Missed 3-pointer from 27 ft	LAL trails 91-96
top	49	left	241	Oct 18	2018	LAL at POR	4th Qtr	9:35 remaining	Made 2-pointer from 1 ft	LAL now trails 95-98
top	47	left	268	Oct 18	2018	LAL at POR	4th Qtr	6:47 remaining	Made 2-pointer from 2 ft	LAL now trails 102-107
top	283	left	168	Oct 18	2018	LAL at POR	4th Qtr	5:26 remaining	Missed 3-pointer from 25 ft	LAL trails 104-111
top	64	left	261	Oct 18	2018	LAL at POR	4th Qtr	0:59 remaining	Made 2-pointer from 2 ft	LAL now trails 116-124
top	212	left	295	Oct 20	2018	LAL vs HOU	1st Qtr	10:02 remaining	Made 2-pointer from 17 ft	LAL now trails 2-7
top	264	left	119	Oct 20	2018	LAL vs HOU	1st Qtr	9:12 remaining	Missed 3-pointer from 26 ft	LAL trails 4-9
top	59	left	268	Oct 20	2018	LAL vs HOU	1st Qtr	7:03 remaining	Made 2-pointer from 2 ft	LAL now tied 14-14
top	58	left	247	Oct 20	2018	LAL vs HOU	2nd Qtr	8:51 remaining	Made 2-pointer from 1 ft	LAL now trails 38-39
top	48	left	255	Oct 20	2018	LAL vs HOU	2nd Qtr	7:37 remaining	Made 2-pointer from 0 ft	LAL now leads 44-42
top	66	left	258	Oct 20	2018	LAL vs HOU	2nd Qtr	3:02 remaining	Missed 2-pointer from 2 ft	LAL trails 53-55
top	56	left	247	Oct 20	2018	LAL vs HOU	2nd Qtr	2:41 remaining	Made 2-pointer from 1 ft	LAL now tied 55-55
top	62	left	261	Oct 20	2018	LAL vs HOU	2nd Qtr	1:23 remaining	Missed 2-pointer from 2 ft	LAL trails 58-60
top	246	left	431	Oct 20	2018	LAL vs HOU	2nd Qtr	1:14 remaining	Missed 3-pointer from 27 ft	LAL trails 58-60
top	58	left	252	Oct 20	2018	LAL vs HOU	2nd Qtr	0:04 remaining	Missed 2-pointer from 1 ft	LAL trails 62-64
top	303	left	270	Oct 20	2018	LAL vs HOU	3rd Qtr	11:08 remaining	Made 3-pointer from 26 ft	LAL now trails 65-72
top	248	left	98	Oct 20	2018	LAL vs HOU	3rd Qtr	10:46 remaining	Missed 3-pointer from 25 ft	LAL trails 66-72
top	65	left	247	Oct 20	2018	LAL vs HOU	3rd Qtr	5:39 remaining	Made 2-pointer from 2 ft	LAL now trails 81-84
top	66	left	242	Oct 20	2018	LAL vs HOU	3rd Qtr	4:01 remaining	Made 2-pointer from 2 ft	LAL now trails 85-89
top	198	left	149	Oct 20	2018	LAL vs HOU	4th Qtr	10:06 remaining	Missed 2-pointer from 18 ft	LAL trails 97-103
top	309	left	232	Oct 20	2018	LAL vs HOU	4th Qtr	8:43 remaining	Missed 3-pointer from 27 ft	LAL trails 100-106
top	62	left	259	Oct 20	2018	LAL vs HOU	4th Qtr	8:22 remaining	Made 2-pointer from 2 ft	LAL now trails 102-106
top	73	left	2	Oct 20	2018	LAL vs HOU	4th Qtr	7:55 remaining	Missed 3-pointer from 25 ft	LAL trails 102-106
top	70	left	241	Oct 20	2018	LAL vs HOU	4th Qtr	6:40 remaining	Missed 2-pointer from 3 ft	LAL trails 104-106
top	263	left	357	Oct 20	2018	LAL vs HOU	4th Qtr	6:10 remaining	Missed 3-pointer from 25 ft	LAL trails 104-109
top	95	left	239	Oct 20	2018	LAL vs HOU	4th Qtr	4:17 remaining	Missed 2-pointer from 5 ft	LAL trails 108-109
top	74	left	249	Oct 20	2018	LAL vs HOU	4th Qtr	0:06 remaining	Missed 2-pointer from 3 ft	LAL trails 115-124
top	70	left	233	Oct 22	2018	LAL vs SAS	1st Qtr	11:11 remaining	Missed 2-pointer from 3 ft	LAL leads 3-2
top	51	left	231	Oct 22	2018	LAL vs SAS	1st Qtr	9:31 remaining	Missed 2-pointer from 2 ft	LAL trails 5-9
top	198	left	48	Oct 22	2018	LAL vs SAS	1st Qtr	7:32 remaining	Missed 3-pointer from 25 ft	LAL trails 7-16
top	278	left	142	Oct 22	2018	LAL vs SAS	1st Qtr	6:05 remaining	Missed 3-pointer from 26 ft	LAL trails 7-20
top	74	left	238	Oct 22	2018	LAL vs SAS	2nd Qtr	10:05 remaining	Missed 2-pointer from 3 ft	LAL trails 33-42
top	58	left	249	Oct 22	2018	LAL vs SAS	2nd Qtr	9:09 remaining	Missed 2-pointer from 2 ft	LAL trails 35-44
top	83	left	231	Oct 22	2018	LAL vs SAS	2nd Qtr	8:30 remaining	Made 2-pointer from 4 ft	LAL now trails 38-46
top	68	left	231	Oct 22	2018	LAL vs SAS	2nd Qtr	0:28 remaining	Made 2-pointer from 3 ft	LAL now trails 60-65
top	170	left	389	Oct 22	2018	LAL vs SAS	3rd Qtr	11:26 remaining	Made 2-pointer from 19 ft	LAL now trails 62-67
top	43	left	256	Oct 22	2018	LAL vs SAS	3rd Qtr	10:09 remaining	Made 2-pointer from 0 ft	LAL now trails 64-71
top	226	left	358	Oct 22	2018	LAL vs SAS	3rd Qtr	9:15 remaining	Made 2-pointer from 21 ft	LAL now trails 67-75
top	254	left	129	Oct 22	2018	LAL vs SAS	3rd Qtr	8:41 remaining	Missed 3-pointer from 24 ft	LAL trails 67-75
top	239	left	425	Oct 22	2018	LAL vs SAS	4th Qtr	11:18 remaining	Made 3-pointer from 26 ft	LAL now trails 99-101
top	66	left	245	Oct 22	2018	LAL vs SAS	4th Qtr	10:56 remaining	Missed 2-pointer from 2 ft	LAL trails 99-103
top	213	left	234	Oct 22	2018	LAL vs SAS	4th Qtr	7:22 remaining	Made 2-pointer from 17 ft	LAL now leads 110-109
top	257	left	389	Oct 22	2018	LAL vs SAS	4th Qtr	5:02 remaining	Missed 3-pointer from 25 ft	LAL trails 112-117
top	70	left	272	Oct 22	2018	LAL vs SAS	4th Qtr	3:20 remaining	Made 2-pointer from 3 ft	LAL now trails 118-120
top	161	left	155	Oct 22	2018	LAL vs SAS	4th Qtr	2:34 remaining	Missed 2-pointer from 15 ft	LAL trails 118-121
top	280	left	399	Oct 22	2018	LAL vs SAS	4th Qtr	0:03 remaining	Made 3-pointer from 28 ft	LAL now tied 128-128
top	155	left	228	Oct 22	2018	LAL vs SAS	1st OT	4:33 remaining	Made 2-pointer from 11 ft	LAL now leads 130-129
top	71	left	252	Oct 22	2018	LAL vs SAS	1st OT	3:47 remaining	Missed 2-pointer from 3 ft	LAL tied 130-130
top	70	left	27	Oct 22	2018	LAL vs SAS	1st OT	1:51 remaining	Missed 3-pointer from 23 ft	LAL leads 139-135
