top	115	left	49	Oct 27	2015	CLE at CHI	1st Qtr	10:28 remaining	Made 2-pointer from 20 ft	CLE now leads 6-0
top	264	left	259	Oct 27	2015	CLE at CHI	1st Qtr	9:47 remaining	Missed 2-pointer from 21 ft	CLE leads 6-2
top	115	left	213	Oct 27	2015	CLE at CHI	1st Qtr	9:16 remaining	Missed 2-pointer from 7 ft	CLE leads 6-4
top	51	left	240	Oct 27	2015	CLE at CHI	1st Qtr	9:02 remaining	Made 2-pointer from 0 ft	CLE now leads 10-4
top	71	left	259	Oct 27	2015	CLE at CHI	1st Qtr	7:57 remaining	Made 2-pointer from 2 ft	CLE now leads 12-6
top	263	left	148	Oct 27	2015	CLE at CHI	1st Qtr	2:42 remaining	Missed 2-pointer from 23 ft	CLE trails 15-17
top	57	left	262	Oct 27	2015	CLE at CHI	1st Qtr	1:20 remaining	Made 2-pointer from 2 ft	CLE now trails 17-22
top	63	left	218	Oct 27	2015	CLE at CHI	2nd Qtr	9:48 remaining	Missed 2-pointer from 2 ft	CLE trails 22-30
top	268	left	355	Oct 27	2015	CLE at CHI	2nd Qtr	8:36 remaining	Missed 3-pointer from 24 ft	CLE trails 22-32
top	71	left	228	Oct 27	2015	CLE at CHI	2nd Qtr	8:26 remaining	Missed 2-pointer from 2 ft	CLE trails 22-32
top	63	left	244	Oct 27	2015	CLE at CHI	2nd Qtr	7:08 remaining	Made 2-pointer from 1 ft	CLE now trails 25-34
top	238	left	62	Oct 27	2015	CLE at CHI	2nd Qtr	0:35 remaining	Missed 3-pointer from 25 ft	CLE trails 37-44
top	297	left	133	Oct 27	2015	CLE at CHI	2nd Qtr	0:02 remaining	Made 3-pointer from 26 ft	CLE now trails 40-46
top	53	left	260	Oct 27	2015	CLE at CHI	3rd Qtr	11:38 remaining	Made 2-pointer from 2 ft	CLE now trails 42-46
top	58	left	259	Oct 27	2015	CLE at CHI	3rd Qtr	10:57 remaining	Made 2-pointer from 2 ft	CLE now trails 44-48
top	53	left	218	Oct 27	2015	CLE at CHI	4th Qtr	8:32 remaining	Made 2-pointer from 2 ft	CLE now trails 73-77
top	248	left	157	Oct 27	2015	CLE at CHI	4th Qtr	7:59 remaining	Made 2-pointer from 21 ft	CLE now trails 75-77
top	282	left	154	Oct 27	2015	CLE at CHI	4th Qtr	7:34 remaining	Missed 3-pointer from 24 ft	CLE trails 75-77
top	52	left	306	Oct 27	2015	CLE at CHI	4th Qtr	5:32 remaining	Made 2-pointer from 6 ft	CLE now leads 83-82
top	102	left	233	Oct 27	2015	CLE at CHI	4th Qtr	4:40 remaining	Made 2-pointer from 5 ft	CLE now trails 85-88
top	61	left	0	Oct 27	2015	CLE at CHI	4th Qtr	3:00 remaining	Missed 3-pointer from 24 ft	CLE trails 85-91
top	61	left	262	Oct 27	2015	CLE at CHI	4th Qtr	0:04 remaining	Missed 2-pointer from 2 ft	CLE trails 95-97
top	127	left	372	Oct 28	2015	CLE at MEM	1st Qtr	8:45 remaining	Missed 2-pointer from 15 ft	CLE trails 5-6
top	51	left	240	Oct 28	2015	CLE at MEM	1st Qtr	7:57 remaining	Made 2-pointer from 0 ft	CLE now leads 10-6
top	248	left	395	Oct 28	2015	CLE at MEM	1st Qtr	2:32 remaining	Missed 3-pointer from 25 ft	CLE leads 19-8
